A_index,B_index,erreur
< cv2.DMatch 000001FB5A652FD0>,< cv2.DMatch 000001FB5A652FF0>,2817
< cv2.DMatch 000001FB5A653010>,< cv2.DMatch 000001FB5A653030>,1043
< cv2.DMatch 000001FB5A653050>,< cv2.DMatch 000001FB5A653090>,333
< cv2.DMatch 000001FB5A6530B0>,< cv2.DMatch 000001FB5A6530F0>,1249
< cv2.DMatch 000001FB5A653130>,< cv2.DMatch 000001FB5A6531B0>,1192
< cv2.DMatch 000001FB5A6531F0>,< cv2.DMatch 000001FB5A653210>,675
< cv2.DMatch 000001FB5A653230>,< cv2.DMatch 000001FB5A653250>,2227
< cv2.DMatch 000001FB5A653270>,< cv2.DMatch 000001FB5A6532B0>,466
< cv2.DMatch 000001FB5A6532F0>,< cv2.DMatch 000001FB5A653310>,832
< cv2.DMatch 000001FB5A653390>,< cv2.DMatch 000001FB5A653830>,236
< cv2.DMatch 000001FB5A653C50>,< cv2.DMatch 000001FB5A653E90>,1577
< cv2.DMatch 000001FB5A6536B0>,< cv2.DMatch 000001FB5A653350>,596
< cv2.DMatch 000001FB5A6533B0>,< cv2.DMatch 000001FB5A6533D0>,1463
< cv2.DMatch 000001FB5A6533F0>,< cv2.DMatch 000001FB5A653410>,2770
< cv2.DMatch 000001FB5A653430>,< cv2.DMatch 000001FB5A653450>,1853
< cv2.DMatch 000001FB5A653470>,< cv2.DMatch 000001FB5A653490>,292
< cv2.DMatch 000001FB5A6534B0>,< cv2.DMatch 000001FB5A6534D0>,761
< cv2.DMatch 000001FB5A6534F0>,< cv2.DMatch 000001FB5A653510>,184
< cv2.DMatch 000001FB5A653530>,< cv2.DMatch 000001FB5A653550>,918
< cv2.DMatch 000001FB5A653570>,< cv2.DMatch 000001FB5A653590>,1099
< cv2.DMatch 000001FB5A6535B0>,< cv2.DMatch 000001FB5A6535D0>,220
< cv2.DMatch 000001FB5A653610>,< cv2.DMatch 000001FB5A653650>,1007
< cv2.DMatch 000001FB5A653670>,< cv2.DMatch 000001FB5A653690>,1281
< cv2.DMatch 000001FB5A6536D0>,< cv2.DMatch 000001FB5A6536F0>,881
< cv2.DMatch 000001FB5A653730>,< cv2.DMatch 000001FB5A653750>,276
< cv2.DMatch 000001FB5A653770>,< cv2.DMatch 000001FB5A653790>,449
< cv2.DMatch 000001FB5A6537B0>,< cv2.DMatch 000001FB5A6537D0>,566
< cv2.DMatch 000001FB5A6537F0>,< cv2.DMatch 000001FB5A653850>,545
< cv2.DMatch 000001FB5A653870>,< cv2.DMatch 000001FB5A653890>,887
< cv2.DMatch 000001FB5A6538D0>,< cv2.DMatch 000001FB5A653910>,359
< cv2.DMatch 000001FB5A653930>,< cv2.DMatch 000001FB5A653970>,1939
< cv2.DMatch 000001FB5A653990>,< cv2.DMatch 000001FB5A6539B0>,629
< cv2.DMatch 000001FB5A6539D0>,< cv2.DMatch 000001FB5A6539F0>,24
< cv2.DMatch 000001FB5A653A10>,< cv2.DMatch 000001FB5A653A30>,1202
< cv2.DMatch 000001FB5A653A70>,< cv2.DMatch 000001FB5A653A90>,605
< cv2.DMatch 000001FB5A653AB0>,< cv2.DMatch 000001FB5A653AD0>,19
< cv2.DMatch 000001FB5A653AF0>,< cv2.DMatch 000001FB5A653B10>,517
< cv2.DMatch 000001FB5A653B30>,< cv2.DMatch 000001FB5A653B50>,1111
< cv2.DMatch 000001FB5A653B70>,< cv2.DMatch 000001FB5A653B90>,950
< cv2.DMatch 000001FB5A653BB0>,< cv2.DMatch 000001FB5A653BF0>,215
< cv2.DMatch 000001FB5A653C30>,< cv2.DMatch 000001FB5A653C90>,2103
< cv2.DMatch 000001FB5A653CB0>,< cv2.DMatch 000001FB5A653CD0>,1824
< cv2.DMatch 000001FB5A653CF0>,< cv2.DMatch 000001FB5A653D10>,1964
< cv2.DMatch 000001FB5A653D50>,< cv2.DMatch 000001FB5A653D70>,1693
< cv2.DMatch 000001FB5A653D90>,< cv2.DMatch 000001FB5A653DD0>,52
< cv2.DMatch 000001FB5A653E10>,< cv2.DMatch 000001FB5A653E50>,263
< cv2.DMatch 000001FB5A653E70>,< cv2.DMatch 000001FB5A653EB0>,261
< cv2.DMatch 000001FB5A653ED0>,< cv2.DMatch 000001FB5A653EF0>,1612
< cv2.DMatch 000001FB5A653F10>,< cv2.DMatch 000001FB5A653F30>,2019
< cv2.DMatch 000001FB5A653F70>,< cv2.DMatch 000001FB5A653F90>,1324
< cv2.DMatch 000001FB5A653FB0>,< cv2.DMatch 000001FB5A650410>,261
< cv2.DMatch 000001FB5A651650>,< cv2.DMatch 000001FB5A650170>,143
< cv2.DMatch 000001FB5A651710>,< cv2.DMatch 000001FB5A650430>,537
< cv2.DMatch 000001FB5A651890>,< cv2.DMatch 000001FB5A650330>,64
< cv2.DMatch 000001FB5A6501F0>,< cv2.DMatch 000001FB5A6513B0>,1226
< cv2.DMatch 000001FB5A650730>,< cv2.DMatch 000001FB5A6524B0>,1782
< cv2.DMatch 000001FB5A652970>,< cv2.DMatch 000001FB5A650750>,970
< cv2.DMatch 000001FB5A650A30>,< cv2.DMatch 000001FB5A651610>,1191
< cv2.DMatch 000001FB5A6513D0>,< cv2.DMatch 000001FB5A651730>,782
< cv2.DMatch 000001FB5A651770>,< cv2.DMatch 000001FB5A6516B0>,2583
< cv2.DMatch 000001FB5A650FD0>,< cv2.DMatch 000001FB5A652FB0>,2401
< cv2.DMatch 000001FB5A651FB0>,< cv2.DMatch 000001FB5A6500B0>,343
< cv2.DMatch 000001FB5A6500F0>,< cv2.DMatch 000001FB5A651130>,2974
< cv2.DMatch 000001FB5A6519B0>,< cv2.DMatch 000001FB5A650910>,1825
< cv2.DMatch 000001FB5A652B50>,< cv2.DMatch 000001FB5A6505F0>,711
< cv2.DMatch 000001FB5A650130>,< cv2.DMatch 000001FB5A6501D0>,2530
< cv2.DMatch 000001FB5A6507B0>,< cv2.DMatch 000001FB5A650870>,703
< cv2.DMatch 000001FB5A650950>,< cv2.DMatch 000001FB5A650A10>,1052
< cv2.DMatch 000001FB5A650AD0>,< cv2.DMatch 000001FB5A650BB0>,572
< cv2.DMatch 000001FB5A651510>,< cv2.DMatch 000001FB5A651550>,2578
< cv2.DMatch 000001FB5A652E90>,< cv2.DMatch 000001FB5A652EF0>,138
< cv2.DMatch 000001FB5A650690>,< cv2.DMatch 000001FB5A650A90>,498
< cv2.DMatch 000001FB5A650E70>,< cv2.DMatch 000001FB5A6510D0>,619
< cv2.DMatch 000001FB5A651110>,< cv2.DMatch 000001FB5A6519F0>,626
< cv2.DMatch 000001FB5A651F70>,< cv2.DMatch 000001FB5A652090>,427
< cv2.DMatch 000001FB5A652250>,< cv2.DMatch 000001FB5A6525B0>,14
< cv2.DMatch 000001FB5A6527F0>,< cv2.DMatch 000001FB5A652850>,1343
< cv2.DMatch 000001FB5A652990>,< cv2.DMatch 000001FB5A653070>,85
< cv2.DMatch 000001FB5A651030>,< cv2.DMatch 000001FB5A652C50>,1615
< cv2.DMatch 000001FB5A651F50>,< cv2.DMatch 000001FB5A6532D0>,1735
< cv2.DMatch 000001FB5A652D50>,< cv2.DMatch 000001FB5A650DF0>,360
< cv2.DMatch 000001FB5A650190>,< cv2.DMatch 000001FB5A650E90>,2356
< cv2.DMatch 000001FB5A6516D0>,< cv2.DMatch 000001FB5A650270>,112
< cv2.DMatch 000001FB5A651A50>,< cv2.DMatch 000001FB5A6529F0>,710
< cv2.DMatch 000001FB5A650370>,< cv2.DMatch 000001FB5A652830>,1097
< cv2.DMatch 000001FB5A651E30>,< cv2.DMatch 000001FB5A650630>,528
< cv2.DMatch 000001FB5A650890>,< cv2.DMatch 000001FB5A650F30>,20
< cv2.DMatch 000001FB5A6522F0>,< cv2.DMatch 000001FB5A652B30>,1223
< cv2.DMatch 000001FB5A651390>,< cv2.DMatch 000001FB5A653190>,868
< cv2.DMatch 000001FB5A650DD0>,< cv2.DMatch 000001FB5A650670>,480
< cv2.DMatch 000001FB5A650530>,< cv2.DMatch 000001FB5A650AF0>,441
< cv2.DMatch 000001FB5A651930>,< cv2.DMatch 000001FB5A651AF0>,2555
< cv2.DMatch 000001FB5A652070>,< cv2.DMatch 000001FB5A652130>,41
< cv2.DMatch 000001FB5A6521B0>,< cv2.DMatch 000001FB5A6528F0>,1159
< cv2.DMatch 000001FB5A650030>,< cv2.DMatch 000001FB5A650050>,897
< cv2.DMatch 000001FB5A650070>,< cv2.DMatch 000001FB5A650090>,1379
< cv2.DMatch 000001FB5A6500D0>,< cv2.DMatch 000001FB5A650110>,1849
< cv2.DMatch 000001FB5A650150>,< cv2.DMatch 000001FB5A6501B0>,1588
< cv2.DMatch 000001FB5A650210>,< cv2.DMatch 000001FB5A650230>,93
< cv2.DMatch 000001FB5A650250>,< cv2.DMatch 000001FB5A650290>,425
< cv2.DMatch 000001FB5A6502B0>,< cv2.DMatch 000001FB5A6502D0>,2028
< cv2.DMatch 000001FB5A6502F0>,< cv2.DMatch 000001FB5A650310>,651
< cv2.DMatch 000001FB5A650350>,< cv2.DMatch 000001FB5A650390>,2782
< cv2.DMatch 000001FB5A6503B0>,< cv2.DMatch 000001FB5A6503D0>,1065
< cv2.DMatch 000001FB5A6503F0>,< cv2.DMatch 000001FB5A650450>,1701
< cv2.DMatch 000001FB5A650470>,< cv2.DMatch 000001FB5A650490>,2414
< cv2.DMatch 000001FB5A6504B0>,< cv2.DMatch 000001FB5A6504D0>,1401
< cv2.DMatch 000001FB5A6504F0>,< cv2.DMatch 000001FB5A650510>,1824
< cv2.DMatch 000001FB5A650550>,< cv2.DMatch 000001FB5A650570>,2720
< cv2.DMatch 000001FB5A650590>,< cv2.DMatch 000001FB5A6505B0>,1330
< cv2.DMatch 000001FB5A6505D0>,< cv2.DMatch 000001FB5A650610>,1032
< cv2.DMatch 000001FB5A650650>,< cv2.DMatch 000001FB5A6506B0>,1448
< cv2.DMatch 000001FB5A6506D0>,< cv2.DMatch 000001FB5A6506F0>,1596
< cv2.DMatch 000001FB5A650710>,< cv2.DMatch 000001FB5A650770>,477
< cv2.DMatch 000001FB5A650790>,< cv2.DMatch 000001FB5A6507D0>,1331
< cv2.DMatch 000001FB5A6507F0>,< cv2.DMatch 000001FB5A650810>,7
< cv2.DMatch 000001FB5A650830>,< cv2.DMatch 000001FB5A650850>,2179
< cv2.DMatch 000001FB5A6508B0>,< cv2.DMatch 000001FB5A6508D0>,1477
< cv2.DMatch 000001FB5A6508F0>,< cv2.DMatch 000001FB5A650930>,164
< cv2.DMatch 000001FB5A650970>,< cv2.DMatch 000001FB5A650990>,100
< cv2.DMatch 000001FB5A6509B0>,< cv2.DMatch 000001FB5A6509D0>,299
< cv2.DMatch 000001FB5A6509F0>,< cv2.DMatch 000001FB5A650A50>,17
< cv2.DMatch 000001FB5A650A70>,< cv2.DMatch 000001FB5A650AB0>,675
< cv2.DMatch 000001FB5A650B10>,< cv2.DMatch 000001FB5A650B30>,743
< cv2.DMatch 000001FB5A650B50>,< cv2.DMatch 000001FB5A650B70>,463
< cv2.DMatch 000001FB5A650B90>,< cv2.DMatch 000001FB5A650BD0>,682
< cv2.DMatch 000001FB5A650BF0>,< cv2.DMatch 000001FB5A650C10>,497
< cv2.DMatch 000001FB5A650C30>,< cv2.DMatch 000001FB5A650C50>,2615
< cv2.DMatch 000001FB5A650C70>,< cv2.DMatch 000001FB5A650C90>,695
< cv2.DMatch 000001FB5A650CB0>,< cv2.DMatch 000001FB5A650CD0>,347
< cv2.DMatch 000001FB5A650CF0>,< cv2.DMatch 000001FB5A650D10>,1507
< cv2.DMatch 000001FB5A650D30>,< cv2.DMatch 000001FB5A650D50>,1880
< cv2.DMatch 000001FB5A650D70>,< cv2.DMatch 000001FB5A650D90>,2356
< cv2.DMatch 000001FB5A650DB0>,< cv2.DMatch 000001FB5A650E10>,1939
< cv2.DMatch 000001FB5A650E30>,< cv2.DMatch 000001FB5A650E50>,2930
< cv2.DMatch 000001FB5A650EB0>,< cv2.DMatch 000001FB5A650ED0>,888
< cv2.DMatch 000001FB5A650EF0>,< cv2.DMatch 000001FB5A650F10>,1043
< cv2.DMatch 000001FB5A650F50>,< cv2.DMatch 000001FB5A650F70>,803
< cv2.DMatch 000001FB5A650F90>,< cv2.DMatch 000001FB5A650FB0>,706
< cv2.DMatch 000001FB5A650FF0>,< cv2.DMatch 000001FB5A651010>,2360
< cv2.DMatch 000001FB5A651050>,< cv2.DMatch 000001FB5A651070>,1524
< cv2.DMatch 000001FB5A651090>,< cv2.DMatch 000001FB5A6510B0>,77
< cv2.DMatch 000001FB5A6510F0>,< cv2.DMatch 000001FB5A651150>,1510
< cv2.DMatch 000001FB5A651170>,< cv2.DMatch 000001FB5A651190>,533
< cv2.DMatch 000001FB5A6511B0>,< cv2.DMatch 000001FB5A6511D0>,905
< cv2.DMatch 000001FB5A6511F0>,< cv2.DMatch 000001FB5A651210>,909
< cv2.DMatch 000001FB5A651230>,< cv2.DMatch 000001FB5A651250>,31
< cv2.DMatch 000001FB5A651270>,< cv2.DMatch 000001FB5A651290>,1850
< cv2.DMatch 000001FB5A6512B0>,< cv2.DMatch 000001FB5A6512D0>,2358
< cv2.DMatch 000001FB5A6512F0>,< cv2.DMatch 000001FB5A651310>,854
< cv2.DMatch 000001FB5A651330>,< cv2.DMatch 000001FB5A651350>,1015
< cv2.DMatch 000001FB5A651370>,< cv2.DMatch 000001FB5A6513F0>,1663
< cv2.DMatch 000001FB5A651410>,< cv2.DMatch 000001FB5A651430>,643
< cv2.DMatch 000001FB5A651450>,< cv2.DMatch 000001FB5A651470>,1049
< cv2.DMatch 000001FB5A651490>,< cv2.DMatch 000001FB5A6514B0>,77
< cv2.DMatch 000001FB5A6514D0>,< cv2.DMatch 000001FB5A6514F0>,1568
< cv2.DMatch 000001FB5A651530>,< cv2.DMatch 000001FB5A651570>,831
< cv2.DMatch 000001FB5A651590>,< cv2.DMatch 000001FB5A6515B0>,788
< cv2.DMatch 000001FB5A6515D0>,< cv2.DMatch 000001FB5A6515F0>,945
< cv2.DMatch 000001FB5A651630>,< cv2.DMatch 000001FB5A651670>,1111
< cv2.DMatch 000001FB5A651690>,< cv2.DMatch 000001FB5A6516F0>,696
< cv2.DMatch 000001FB5A651750>,< cv2.DMatch 000001FB5A651790>,121
< cv2.DMatch 000001FB5A6517B0>,< cv2.DMatch 000001FB5A6517D0>,47
< cv2.DMatch 000001FB5A6517F0>,< cv2.DMatch 000001FB5A651810>,1395
< cv2.DMatch 000001FB5A651830>,< cv2.DMatch 000001FB5A651850>,214
< cv2.DMatch 000001FB5A651870>,< cv2.DMatch 000001FB5A6518B0>,1288
< cv2.DMatch 000001FB5A660770>,< cv2.DMatch 000001FB5A662850>,1578
< cv2.DMatch 000001FB5A661590>,< cv2.DMatch 000001FB5A660310>,1820
< cv2.DMatch 000001FB5A663130>,< cv2.DMatch 000001FB5A661FF0>,2925
< cv2.DMatch 000001FB5A660F70>,< cv2.DMatch 000001FB5A6618D0>,2477
< cv2.DMatch 000001FB5A6625F0>,< cv2.DMatch 000001FB5A662B90>,427
< cv2.DMatch 000001FB5A661070>,< cv2.DMatch 000001FB5A663DF0>,1070
< cv2.DMatch 000001FB5A662990>,< cv2.DMatch 000001FB5A6636D0>,611
< cv2.DMatch 000001FB5A663290>,< cv2.DMatch 000001FB5A663BB0>,427
< cv2.DMatch 000001FB5A6606D0>,< cv2.DMatch 000001FB5A661A70>,172
< cv2.DMatch 000001FB5A663AF0>,< cv2.DMatch 000001FB5A6620F0>,353
< cv2.DMatch 000001FB5A660490>,< cv2.DMatch 000001FB5A6607D0>,2386
< cv2.DMatch 000001FB5A6613B0>,< cv2.DMatch 000001FB5A661570>,1203
< cv2.DMatch 000001FB5A662DD0>,< cv2.DMatch 000001FB5A6633B0>,1674
< cv2.DMatch 000001FB5A663830>,< cv2.DMatch 000001FB5A662D90>,491
< cv2.DMatch 000001FB5A662FD0>,< cv2.DMatch 000001FB5A660330>,2137
< cv2.DMatch 000001FB5A660350>,< cv2.DMatch 000001FB5A660370>,241
< cv2.DMatch 000001FB5A660390>,< cv2.DMatch 000001FB5A6603B0>,589
< cv2.DMatch 000001FB5A6603D0>,< cv2.DMatch 000001FB5A6603F0>,794
< cv2.DMatch 000001FB5A660410>,< cv2.DMatch 000001FB5A660430>,366
< cv2.DMatch 000001FB5A660450>,< cv2.DMatch 000001FB5A660470>,2444
< cv2.DMatch 000001FB5A6604B0>,< cv2.DMatch 000001FB5A6604D0>,1209
< cv2.DMatch 000001FB5A6604F0>,< cv2.DMatch 000001FB5A660510>,1118
< cv2.DMatch 000001FB5A660530>,< cv2.DMatch 000001FB5A660550>,1357
< cv2.DMatch 000001FB5A660570>,< cv2.DMatch 000001FB5A660590>,915
< cv2.DMatch 000001FB5A6605B0>,< cv2.DMatch 000001FB5A6605D0>,55
< cv2.DMatch 000001FB5A6605F0>,< cv2.DMatch 000001FB5A660610>,1404
< cv2.DMatch 000001FB5A660630>,< cv2.DMatch 000001FB5A660650>,3156
< cv2.DMatch 000001FB5A660670>,< cv2.DMatch 000001FB5A660690>,380
< cv2.DMatch 000001FB5A6606B0>,< cv2.DMatch 000001FB5A6606F0>,520
< cv2.DMatch 000001FB5A660710>,< cv2.DMatch 000001FB5A660730>,1709
< cv2.DMatch 000001FB5A660750>,< cv2.DMatch 000001FB5A660790>,1051
< cv2.DMatch 000001FB5A6607B0>,< cv2.DMatch 000001FB5A6607F0>,894
< cv2.DMatch 000001FB5A660810>,< cv2.DMatch 000001FB5A660830>,997
< cv2.DMatch 000001FB5A660850>,< cv2.DMatch 000001FB5A660870>,2423
< cv2.DMatch 000001FB5A660890>,< cv2.DMatch 000001FB5A6608B0>,568
< cv2.DMatch 000001FB5A6608D0>,< cv2.DMatch 000001FB5A6608F0>,249
< cv2.DMatch 000001FB5A660910>,< cv2.DMatch 000001FB5A660930>,569
< cv2.DMatch 000001FB5A660950>,< cv2.DMatch 000001FB5A660970>,858
< cv2.DMatch 000001FB5A660990>,< cv2.DMatch 000001FB5A6609B0>,804
< cv2.DMatch 000001FB5A6609D0>,< cv2.DMatch 000001FB5A6609F0>,1567
< cv2.DMatch 000001FB5A660A10>,< cv2.DMatch 000001FB5A660A30>,78
< cv2.DMatch 000001FB5A660A50>,< cv2.DMatch 000001FB5A660A70>,2710
< cv2.DMatch 000001FB5A660A90>,< cv2.DMatch 000001FB5A660AB0>,911
< cv2.DMatch 000001FB5A660AD0>,< cv2.DMatch 000001FB5A660AF0>,2712
< cv2.DMatch 000001FB5A660B10>,< cv2.DMatch 000001FB5A660B30>,235
< cv2.DMatch 000001FB5A660B50>,< cv2.DMatch 000001FB5A660B70>,1417
< cv2.DMatch 000001FB5A660B90>,< cv2.DMatch 000001FB5A660BB0>,698
< cv2.DMatch 000001FB5A660BD0>,< cv2.DMatch 000001FB5A660BF0>,1925
< cv2.DMatch 000001FB5A660C10>,< cv2.DMatch 000001FB5A660C30>,1834
< cv2.DMatch 000001FB5A660C50>,< cv2.DMatch 000001FB5A660C70>,1276
< cv2.DMatch 000001FB5A660C90>,< cv2.DMatch 000001FB5A660CB0>,115
< cv2.DMatch 000001FB5A660CD0>,< cv2.DMatch 000001FB5A660CF0>,144
< cv2.DMatch 000001FB5A660D10>,< cv2.DMatch 000001FB5A660D30>,1780
< cv2.DMatch 000001FB5A660D50>,< cv2.DMatch 000001FB5A660D70>,2288
< cv2.DMatch 000001FB5A660D90>,< cv2.DMatch 000001FB5A660DB0>,1063
< cv2.DMatch 000001FB5A660DD0>,< cv2.DMatch 000001FB5A660DF0>,1302
< cv2.DMatch 000001FB5A660E10>,< cv2.DMatch 000001FB5A660E30>,325
< cv2.DMatch 000001FB5A660E50>,< cv2.DMatch 000001FB5A660E70>,87
< cv2.DMatch 000001FB5A660E90>,< cv2.DMatch 000001FB5A660EB0>,773
< cv2.DMatch 000001FB5A660ED0>,< cv2.DMatch 000001FB5A660EF0>,795
< cv2.DMatch 000001FB5A660F10>,< cv2.DMatch 000001FB5A660F30>,1578
< cv2.DMatch 000001FB5A660F50>,< cv2.DMatch 000001FB5A660F90>,40
< cv2.DMatch 000001FB5A660FB0>,< cv2.DMatch 000001FB5A660FD0>,1713
< cv2.DMatch 000001FB5A660FF0>,< cv2.DMatch 000001FB5A661010>,1308
< cv2.DMatch 000001FB5A661030>,< cv2.DMatch 000001FB5A661050>,1948
< cv2.DMatch 000001FB5A661090>,< cv2.DMatch 000001FB5A6610B0>,2877
< cv2.DMatch 000001FB5A6610D0>,< cv2.DMatch 000001FB5A6610F0>,1055
< cv2.DMatch 000001FB5A661110>,< cv2.DMatch 000001FB5A661130>,113
< cv2.DMatch 000001FB5A661150>,< cv2.DMatch 000001FB5A661170>,1330
< cv2.DMatch 000001FB5A661190>,< cv2.DMatch 000001FB5A6611B0>,2477
< cv2.DMatch 000001FB5A6611D0>,< cv2.DMatch 000001FB5A6611F0>,39
< cv2.DMatch 000001FB5A661210>,< cv2.DMatch 000001FB5A661230>,405
< cv2.DMatch 000001FB5A661250>,< cv2.DMatch 000001FB5A661270>,484
< cv2.DMatch 000001FB5A661290>,< cv2.DMatch 000001FB5A6612B0>,292
< cv2.DMatch 000001FB5A6612D0>,< cv2.DMatch 000001FB5A6612F0>,1286
< cv2.DMatch 000001FB5A661310>,< cv2.DMatch 000001FB5A661330>,1021
< cv2.DMatch 000001FB5A661350>,< cv2.DMatch 000001FB5A661370>,227
< cv2.DMatch 000001FB5A661390>,< cv2.DMatch 000001FB5A6613D0>,752
< cv2.DMatch 000001FB5A6613F0>,< cv2.DMatch 000001FB5A661410>,255
< cv2.DMatch 000001FB5A661430>,< cv2.DMatch 000001FB5A661450>,656
< cv2.DMatch 000001FB5A661470>,< cv2.DMatch 000001FB5A661490>,2455
< cv2.DMatch 000001FB5A6614B0>,< cv2.DMatch 000001FB5A6614D0>,791
< cv2.DMatch 000001FB5A6614F0>,< cv2.DMatch 000001FB5A661510>,2130
< cv2.DMatch 000001FB5A661530>,< cv2.DMatch 000001FB5A661550>,1721
< cv2.DMatch 000001FB5A6615B0>,< cv2.DMatch 000001FB5A6615D0>,1063
< cv2.DMatch 000001FB5A6615F0>,< cv2.DMatch 000001FB5A661610>,1907
< cv2.DMatch 000001FB5A661630>,< cv2.DMatch 000001FB5A661650>,237
< cv2.DMatch 000001FB5A661670>,< cv2.DMatch 000001FB5A661690>,254
< cv2.DMatch 000001FB5A6616B0>,< cv2.DMatch 000001FB5A6616D0>,220
< cv2.DMatch 000001FB5A6616F0>,< cv2.DMatch 000001FB5A661710>,71
< cv2.DMatch 000001FB5A661730>,< cv2.DMatch 000001FB5A661750>,347
< cv2.DMatch 000001FB5A661770>,< cv2.DMatch 000001FB5A661790>,688
< cv2.DMatch 000001FB5A6617B0>,< cv2.DMatch 000001FB5A6617D0>,969
< cv2.DMatch 000001FB5A6617F0>,< cv2.DMatch 000001FB5A661810>,859
< cv2.DMatch 000001FB5A661830>,< cv2.DMatch 000001FB5A661850>,2230
< cv2.DMatch 000001FB5A661870>,< cv2.DMatch 000001FB5A661890>,999
< cv2.DMatch 000001FB5A6618B0>,< cv2.DMatch 000001FB5A6618F0>,264
< cv2.DMatch 000001FB5A661910>,< cv2.DMatch 000001FB5A661930>,483
< cv2.DMatch 000001FB5A661950>,< cv2.DMatch 000001FB5A661970>,815
< cv2.DMatch 000001FB5A661990>,< cv2.DMatch 000001FB5A6619B0>,2485
< cv2.DMatch 000001FB5A6619D0>,< cv2.DMatch 000001FB5A6619F0>,1144
< cv2.DMatch 000001FB5A661A10>,< cv2.DMatch 000001FB5A661A30>,1529
< cv2.DMatch 000001FB5A661A50>,< cv2.DMatch 000001FB5A661A90>,2396
< cv2.DMatch 000001FB5A661AB0>,< cv2.DMatch 000001FB5A661AD0>,65
< cv2.DMatch 000001FB5A661AF0>,< cv2.DMatch 000001FB5A661B10>,783
< cv2.DMatch 000001FB5A661B30>,< cv2.DMatch 000001FB5A661B50>,1141
< cv2.DMatch 000001FB5A661B70>,< cv2.DMatch 000001FB5A661B90>,1986
< cv2.DMatch 000001FB5A661BB0>,< cv2.DMatch 000001FB5A661BD0>,1831
< cv2.DMatch 000001FB5A661BF0>,< cv2.DMatch 000001FB5A661C10>,816
< cv2.DMatch 000001FB5A661C30>,< cv2.DMatch 000001FB5A661C50>,1348
< cv2.DMatch 000001FB5A661C70>,< cv2.DMatch 000001FB5A661C90>,1879
< cv2.DMatch 000001FB5A661CB0>,< cv2.DMatch 000001FB5A661CD0>,2646
< cv2.DMatch 000001FB5A661CF0>,< cv2.DMatch 000001FB5A661D10>,24
< cv2.DMatch 000001FB5A661D30>,< cv2.DMatch 000001FB5A661D50>,920
< cv2.DMatch 000001FB5A661D70>,< cv2.DMatch 000001FB5A661D90>,1360
< cv2.DMatch 000001FB5A661DB0>,< cv2.DMatch 000001FB5A661DD0>,2038
< cv2.DMatch 000001FB5A661DF0>,< cv2.DMatch 000001FB5A661E10>,1595
< cv2.DMatch 000001FB5A661E30>,< cv2.DMatch 000001FB5A661E50>,574
< cv2.DMatch 000001FB5A661E70>,< cv2.DMatch 000001FB5A661E90>,2255
< cv2.DMatch 000001FB5A661EB0>,< cv2.DMatch 000001FB5A661ED0>,2436
< cv2.DMatch 000001FB5A661EF0>,< cv2.DMatch 000001FB5A661F10>,491
< cv2.DMatch 000001FB5A661F30>,< cv2.DMatch 000001FB5A661F50>,1359
< cv2.DMatch 000001FB5A661F70>,< cv2.DMatch 000001FB5A661F90>,309
< cv2.DMatch 000001FB5A661FB0>,< cv2.DMatch 000001FB5A661FD0>,747
< cv2.DMatch 000001FB5A662010>,< cv2.DMatch 000001FB5A662030>,474
< cv2.DMatch 000001FB5A662050>,< cv2.DMatch 000001FB5A662070>,255
< cv2.DMatch 000001FB5A662090>,< cv2.DMatch 000001FB5A6620B0>,277
< cv2.DMatch 000001FB5A6620D0>,< cv2.DMatch 000001FB5A662110>,1968
< cv2.DMatch 000001FB5A662130>,< cv2.DMatch 000001FB5A662150>,1733
< cv2.DMatch 000001FB5A662170>,< cv2.DMatch 000001FB5A662190>,1206
< cv2.DMatch 000001FB5A6621B0>,< cv2.DMatch 000001FB5A6621D0>,619
< cv2.DMatch 000001FB5A6621F0>,< cv2.DMatch 000001FB5A662210>,2846
< cv2.DMatch 000001FB5A662230>,< cv2.DMatch 000001FB5A662250>,2225
< cv2.DMatch 000001FB5A662270>,< cv2.DMatch 000001FB5A662290>,1332
< cv2.DMatch 000001FB5A6622B0>,< cv2.DMatch 000001FB5A6622D0>,247
< cv2.DMatch 000001FB5A6622F0>,< cv2.DMatch 000001FB5A662310>,1655
< cv2.DMatch 000001FB5A662330>,< cv2.DMatch 000001FB5A662350>,290
< cv2.DMatch 000001FB5A662370>,< cv2.DMatch 000001FB5A662390>,379
< cv2.DMatch 000001FB5A6623B0>,< cv2.DMatch 000001FB5A6623D0>,1462
< cv2.DMatch 000001FB5A6623F0>,< cv2.DMatch 000001FB5A662410>,2282
< cv2.DMatch 000001FB5A662430>,< cv2.DMatch 000001FB5A662450>,492
< cv2.DMatch 000001FB5A662470>,< cv2.DMatch 000001FB5A662490>,1227
< cv2.DMatch 000001FB5A6624B0>,< cv2.DMatch 000001FB5A6624D0>,252
< cv2.DMatch 000001FB5A6624F0>,< cv2.DMatch 000001FB5A662510>,1080
< cv2.DMatch 000001FB5A662530>,< cv2.DMatch 000001FB5A662550>,331
< cv2.DMatch 000001FB5A662570>,< cv2.DMatch 000001FB5A662590>,1932
< cv2.DMatch 000001FB5A6625B0>,< cv2.DMatch 000001FB5A6625D0>,206
< cv2.DMatch 000001FB5A662610>,< cv2.DMatch 000001FB5A662630>,935
< cv2.DMatch 000001FB5A662650>,< cv2.DMatch 000001FB5A662670>,185
