A_index,B_index,erreur
< cv2.DMatch 000001FB5A662690>,< cv2.DMatch 000001FB5A6626B0>,1205
< cv2.DMatch 000001FB5A6626D0>,< cv2.DMatch 000001FB5A6626F0>,1160
< cv2.DMatch 000001FB5A662710>,< cv2.DMatch 000001FB5A662730>,1881
< cv2.DMatch 000001FB5A662750>,< cv2.DMatch 000001FB5A662770>,850
< cv2.DMatch 000001FB5A662790>,< cv2.DMatch 000001FB5A6627B0>,902
< cv2.DMatch 000001FB5A6627D0>,< cv2.DMatch 000001FB5A6627F0>,47
< cv2.DMatch 000001FB5A662810>,< cv2.DMatch 000001FB5A662830>,1151
< cv2.DMatch 000001FB5A662870>,< cv2.DMatch 000001FB5A662890>,3047
< cv2.DMatch 000001FB5A6628B0>,< cv2.DMatch 000001FB5A6628D0>,126
< cv2.DMatch 000001FB5A6628F0>,< cv2.DMatch 000001FB5A662910>,1851
< cv2.DMatch 000001FB5A662930>,< cv2.DMatch 000001FB5A662950>,1640
< cv2.DMatch 000001FB5A662970>,< cv2.DMatch 000001FB5A6629B0>,2414
< cv2.DMatch 000001FB5A6629D0>,< cv2.DMatch 000001FB5A6629F0>,1461
< cv2.DMatch 000001FB5A662A10>,< cv2.DMatch 000001FB5A662A30>,308
< cv2.DMatch 000001FB5A662A50>,< cv2.DMatch 000001FB5A662A70>,1389
< cv2.DMatch 000001FB5A662A90>,< cv2.DMatch 000001FB5A662AB0>,185
< cv2.DMatch 000001FB5A662AD0>,< cv2.DMatch 000001FB5A662AF0>,2028
< cv2.DMatch 000001FB5A662B10>,< cv2.DMatch 000001FB5A662B30>,3098
< cv2.DMatch 000001FB5A662B50>,< cv2.DMatch 000001FB5A662B70>,71
< cv2.DMatch 000001FB5A662BB0>,< cv2.DMatch 000001FB5A662BD0>,1976
< cv2.DMatch 000001FB5A662BF0>,< cv2.DMatch 000001FB5A662C10>,2660
< cv2.DMatch 000001FB5A662C30>,< cv2.DMatch 000001FB5A662C50>,609
< cv2.DMatch 000001FB5A662C70>,< cv2.DMatch 000001FB5A662C90>,1361
< cv2.DMatch 000001FB5A662CB0>,< cv2.DMatch 000001FB5A662CD0>,619
< cv2.DMatch 000001FB5A662CF0>,< cv2.DMatch 000001FB5A662D10>,1404
< cv2.DMatch 000001FB5A662D30>,< cv2.DMatch 000001FB5A662D50>,1272
< cv2.DMatch 000001FB5A662D70>,< cv2.DMatch 000001FB5A662DB0>,2332
< cv2.DMatch 000001FB5A662DF0>,< cv2.DMatch 000001FB5A662E10>,927
< cv2.DMatch 000001FB5A662E30>,< cv2.DMatch 000001FB5A662E50>,1202
< cv2.DMatch 000001FB5A662E70>,< cv2.DMatch 000001FB5A662E90>,1703
< cv2.DMatch 000001FB5A662EB0>,< cv2.DMatch 000001FB5A662ED0>,1890
< cv2.DMatch 000001FB5A662EF0>,< cv2.DMatch 000001FB5A662F10>,1375
< cv2.DMatch 000001FB5A662F30>,< cv2.DMatch 000001FB5A662F50>,612
< cv2.DMatch 000001FB5A662F70>,< cv2.DMatch 000001FB5A662F90>,1992
< cv2.DMatch 000001FB5A662FB0>,< cv2.DMatch 000001FB5A662FF0>,1461
< cv2.DMatch 000001FB5A663010>,< cv2.DMatch 000001FB5A663030>,1786
< cv2.DMatch 000001FB5A663050>,< cv2.DMatch 000001FB5A663070>,2479
< cv2.DMatch 000001FB5A663090>,< cv2.DMatch 000001FB5A6630B0>,1684
< cv2.DMatch 000001FB5A6630D0>,< cv2.DMatch 000001FB5A6630F0>,157
< cv2.DMatch 000001FB5A663110>,< cv2.DMatch 000001FB5A663150>,787
< cv2.DMatch 000001FB5A663170>,< cv2.DMatch 000001FB5A663190>,835
< cv2.DMatch 000001FB5A6631B0>,< cv2.DMatch 000001FB5A6631D0>,2149
< cv2.DMatch 000001FB5A6631F0>,< cv2.DMatch 000001FB5A663210>,40
< cv2.DMatch 000001FB5A663230>,< cv2.DMatch 000001FB5A663250>,2119
< cv2.DMatch 000001FB5A663270>,< cv2.DMatch 000001FB5A6632B0>,2281
< cv2.DMatch 000001FB5A6632D0>,< cv2.DMatch 000001FB5A6632F0>,123
< cv2.DMatch 000001FB5A663310>,< cv2.DMatch 000001FB5A663330>,1186
< cv2.DMatch 000001FB5A663350>,< cv2.DMatch 000001FB5A663370>,2559
< cv2.DMatch 000001FB5A663390>,< cv2.DMatch 000001FB5A6633D0>,832
< cv2.DMatch 000001FB5A6633F0>,< cv2.DMatch 000001FB5A663410>,1831
< cv2.DMatch 000001FB5A663430>,< cv2.DMatch 000001FB5A663450>,1273
< cv2.DMatch 000001FB5A663470>,< cv2.DMatch 000001FB5A663490>,1881
< cv2.DMatch 000001FB5A6634B0>,< cv2.DMatch 000001FB5A6634D0>,1998
< cv2.DMatch 000001FB5A6634F0>,< cv2.DMatch 000001FB5A663510>,18
< cv2.DMatch 000001FB5A663530>,< cv2.DMatch 000001FB5A663550>,1912
< cv2.DMatch 000001FB5A663570>,< cv2.DMatch 000001FB5A663590>,145
< cv2.DMatch 000001FB5A6635B0>,< cv2.DMatch 000001FB5A6635D0>,1381
< cv2.DMatch 000001FB5A6635F0>,< cv2.DMatch 000001FB5A663610>,1341
< cv2.DMatch 000001FB5A663630>,< cv2.DMatch 000001FB5A663650>,1515
< cv2.DMatch 000001FB5A663670>,< cv2.DMatch 000001FB5A663690>,224
< cv2.DMatch 000001FB5A6636B0>,< cv2.DMatch 000001FB5A6636F0>,1716
< cv2.DMatch 000001FB5A663710>,< cv2.DMatch 000001FB5A663730>,1902
< cv2.DMatch 000001FB5A663750>,< cv2.DMatch 000001FB5A663770>,406
< cv2.DMatch 000001FB5A663790>,< cv2.DMatch 000001FB5A6637B0>,760
< cv2.DMatch 000001FB5A6637D0>,< cv2.DMatch 000001FB5A6637F0>,692
< cv2.DMatch 000001FB5A663810>,< cv2.DMatch 000001FB5A663850>,172
< cv2.DMatch 000001FB5A663870>,< cv2.DMatch 000001FB5A663890>,33
< cv2.DMatch 000001FB5A6638B0>,< cv2.DMatch 000001FB5A6638D0>,1188
< cv2.DMatch 000001FB5A6638F0>,< cv2.DMatch 000001FB5A663910>,1452
< cv2.DMatch 000001FB5A663930>,< cv2.DMatch 000001FB5A663950>,2455
< cv2.DMatch 000001FB5A663970>,< cv2.DMatch 000001FB5A663990>,1029
< cv2.DMatch 000001FB5A6639B0>,< cv2.DMatch 000001FB5A6639D0>,1611
< cv2.DMatch 000001FB5A6639F0>,< cv2.DMatch 000001FB5A663A10>,1204
< cv2.DMatch 000001FB5A663A30>,< cv2.DMatch 000001FB5A663A50>,1588
< cv2.DMatch 000001FB5A663A70>,< cv2.DMatch 000001FB5A663A90>,944
< cv2.DMatch 000001FB5A663AB0>,< cv2.DMatch 000001FB5A663AD0>,2640
< cv2.DMatch 000001FB5A663B10>,< cv2.DMatch 000001FB5A663B30>,2036
< cv2.DMatch 000001FB5A663B50>,< cv2.DMatch 000001FB5A663B70>,882
< cv2.DMatch 000001FB5A663B90>,< cv2.DMatch 000001FB5A663BD0>,1691
< cv2.DMatch 000001FB5A663BF0>,< cv2.DMatch 000001FB5A663C10>,365
< cv2.DMatch 000001FB5A663C30>,< cv2.DMatch 000001FB5A663C50>,2298
< cv2.DMatch 000001FB5A663C70>,< cv2.DMatch 000001FB5A663C90>,733
< cv2.DMatch 000001FB5A663CB0>,< cv2.DMatch 000001FB5A663CD0>,1870
< cv2.DMatch 000001FB5A663CF0>,< cv2.DMatch 000001FB5A663D10>,1793
< cv2.DMatch 000001FB5A663D30>,< cv2.DMatch 000001FB5A663D50>,582
< cv2.DMatch 000001FB5A663D70>,< cv2.DMatch 000001FB5A663D90>,2933
< cv2.DMatch 000001FB5A663DB0>,< cv2.DMatch 000001FB5A663DD0>,148
< cv2.DMatch 000001FB5A663E10>,< cv2.DMatch 000001FB5A663E30>,546
< cv2.DMatch 000001FB5A663E50>,< cv2.DMatch 000001FB5A663E70>,736
< cv2.DMatch 000001FB5A663E90>,< cv2.DMatch 000001FB5A663EB0>,957
< cv2.DMatch 000001FB5A663ED0>,< cv2.DMatch 000001FB5A663EF0>,2330
< cv2.DMatch 000001FB5A663F10>,< cv2.DMatch 000001FB5A663F30>,1288
< cv2.DMatch 000001FB5A663F50>,< cv2.DMatch 000001FB5A663F70>,519
< cv2.DMatch 000001FB5A663F90>,< cv2.DMatch 000001FB5A663FB0>,2075
< cv2.DMatch 000001FB5A663FD0>,< cv2.DMatch 000001FB5A660230>,3073
< cv2.DMatch 000001FB5A660250>,< cv2.DMatch 000001FB5A660270>,1579
< cv2.DMatch 000001FB5A660290>,< cv2.DMatch 000001FB5A6602B0>,1462
< cv2.DMatch 000001FB5A6602D0>,< cv2.DMatch 000001FB5A6602F0>,144
< cv2.DMatch 000001FB5A660210>,< cv2.DMatch 000001FB5A660150>,1011
< cv2.DMatch 000001FB5A6601B0>,< cv2.DMatch 000001FB5A660030>,28
< cv2.DMatch 000001FB5A660050>,< cv2.DMatch 000001FB5A660070>,1691
< cv2.DMatch 000001FB5A660090>,< cv2.DMatch 000001FB5A6600B0>,587
< cv2.DMatch 000001FB5A6600D0>,< cv2.DMatch 000001FB5A6600F0>,831
< cv2.DMatch 000001FB5A660110>,< cv2.DMatch 000001FB5A660130>,298
< cv2.DMatch 000001FB5A660170>,< cv2.DMatch 000001FB5A660190>,115
< cv2.DMatch 000001FB5A6601D0>,< cv2.DMatch 000001FB5A6601F0>,2027
< cv2.DMatch 000001FB5A644690>,< cv2.DMatch 000001FB5A644BD0>,1566
< cv2.DMatch 000001FB5A645110>,< cv2.DMatch 000001FB5A644D30>,1586
< cv2.DMatch 000001FB5A646910>,< cv2.DMatch 000001FB5A6467F0>,593
< cv2.DMatch 000001FB5A645FF0>,< cv2.DMatch 000001FB5A644390>,1410
< cv2.DMatch 000001FB5A645230>,< cv2.DMatch 000001FB5A6452F0>,418
< cv2.DMatch 000001FB5A644D10>,< cv2.DMatch 000001FB5A6461B0>,22
< cv2.DMatch 000001FB5A644070>,< cv2.DMatch 000001FB5A645BB0>,23
< cv2.DMatch 000001FB5A644C50>,< cv2.DMatch 000001FB5A645A30>,23
< cv2.DMatch 000001FB5A6463F0>,< cv2.DMatch 000001FB5A6440B0>,2
< cv2.DMatch 000001FB5A6440F0>,< cv2.DMatch 000001FB5A6441B0>,23
< cv2.DMatch 000001FB5A644270>,< cv2.DMatch 000001FB5A644470>,26
< cv2.DMatch 000001FB5A644AB0>,< cv2.DMatch 000001FB5A644CF0>,23
< cv2.DMatch 000001FB5A645930>,< cv2.DMatch 000001FB5A646030>,1208
< cv2.DMatch 000001FB5A645BF0>,< cv2.DMatch 000001FB5A644B70>,23
< cv2.DMatch 000001FB5A644290>,< cv2.DMatch 000001FB5A645350>,977
< cv2.DMatch 000001FB5A6458F0>,< cv2.DMatch 000001FB5A645890>,970
< cv2.DMatch 000001FB5A644E10>,< cv2.DMatch 000001FB5A644D50>,1024
< cv2.DMatch 000001FB5A645630>,< cv2.DMatch 000001FB5A646530>,1756
< cv2.DMatch 000001FB5A6470B0>,< cv2.DMatch 000001FB5A646C50>,444
< cv2.DMatch 000001FB5A646BB0>,< cv2.DMatch 000001FB5A645330>,758
< cv2.DMatch 000001FB5A6454F0>,< cv2.DMatch 000001FB5A646D90>,145
< cv2.DMatch 000001FB5A644170>,< cv2.DMatch 000001FB5A645510>,624
< cv2.DMatch 000001FB5A645610>,< cv2.DMatch 000001FB5A645650>,5
< cv2.DMatch 000001FB5A6459D0>,< cv2.DMatch 000001FB5A644F30>,489
< cv2.DMatch 000001FB5A6466B0>,< cv2.DMatch 000001FB5A644110>,11
< cv2.DMatch 000001FB5A645DD0>,< cv2.DMatch 000001FB5A644030>,18
< cv2.DMatch 000001FB5A645750>,< cv2.DMatch 000001FB5A646B90>,161
< cv2.DMatch 000001FB5A6447B0>,< cv2.DMatch 000001FB5A645A70>,197
< cv2.DMatch 000001FB5A645CD0>,< cv2.DMatch 000001FB5A6443B0>,3
< cv2.DMatch 000001FB5A644650>,< cv2.DMatch 000001FB5A645B10>,3
< cv2.DMatch 000001FB5A6452B0>,< cv2.DMatch 000001FB5A645FB0>,595
< cv2.DMatch 000001FB5A644450>,< cv2.DMatch 000001FB5A644A90>,11
< cv2.DMatch 000001FB5A6459B0>,< cv2.DMatch 000001FB5A646130>,11
< cv2.DMatch 000001FB5A647090>,< cv2.DMatch 000001FB5A645810>,3
< cv2.DMatch 000001FB5A646190>,< cv2.DMatch 000001FB5A644E90>,1372
< cv2.DMatch 000001FB5A645090>,< cv2.DMatch 000001FB5A645730>,10
< cv2.DMatch 000001FB5A646C30>,< cv2.DMatch 000001FB5A646D70>,1443
< cv2.DMatch 000001FB5A6442B0>,< cv2.DMatch 000001FB5A644CB0>,11
< cv2.DMatch 000001FB5A645290>,< cv2.DMatch 000001FB5A644050>,85
< cv2.DMatch 000001FB5A644090>,< cv2.DMatch 000001FB5A6440D0>,2578
< cv2.DMatch 000001FB5A644130>,< cv2.DMatch 000001FB5A644150>,2
< cv2.DMatch 000001FB5A644190>,< cv2.DMatch 000001FB5A6441D0>,8
< cv2.DMatch 000001FB5A6441F0>,< cv2.DMatch 000001FB5A644210>,176
< cv2.DMatch 000001FB5A644230>,< cv2.DMatch 000001FB5A644250>,283
< cv2.DMatch 000001FB5A6442D0>,< cv2.DMatch 000001FB5A6442F0>,1518
< cv2.DMatch 000001FB5A644310>,< cv2.DMatch 000001FB5A644330>,585
< cv2.DMatch 000001FB5A644350>,< cv2.DMatch 000001FB5A644370>,200
< cv2.DMatch 000001FB5A6443D0>,< cv2.DMatch 000001FB5A6443F0>,820
< cv2.DMatch 000001FB5A644410>,< cv2.DMatch 000001FB5A644430>,652
< cv2.DMatch 000001FB5A644490>,< cv2.DMatch 000001FB5A6444B0>,387
< cv2.DMatch 000001FB5A6444D0>,< cv2.DMatch 000001FB5A6444F0>,1965
< cv2.DMatch 000001FB5A644510>,< cv2.DMatch 000001FB5A644530>,2526
< cv2.DMatch 000001FB5A644550>,< cv2.DMatch 000001FB5A644570>,2
< cv2.DMatch 000001FB5A644590>,< cv2.DMatch 000001FB5A6445B0>,2556
< cv2.DMatch 000001FB5A6445D0>,< cv2.DMatch 000001FB5A6445F0>,2100
< cv2.DMatch 000001FB5A644610>,< cv2.DMatch 000001FB5A644630>,1936
< cv2.DMatch 000001FB5A644670>,< cv2.DMatch 000001FB5A6446B0>,206
< cv2.DMatch 000001FB5A6446D0>,< cv2.DMatch 000001FB5A6446F0>,1140
< cv2.DMatch 000001FB5A644710>,< cv2.DMatch 000001FB5A644730>,1468
< cv2.DMatch 000001FB5A644750>,< cv2.DMatch 000001FB5A644770>,871
< cv2.DMatch 000001FB5A644790>,< cv2.DMatch 000001FB5A6447D0>,404
< cv2.DMatch 000001FB5A6447F0>,< cv2.DMatch 000001FB5A644810>,943
< cv2.DMatch 000001FB5A644830>,< cv2.DMatch 000001FB5A644850>,1202
< cv2.DMatch 000001FB5A644870>,< cv2.DMatch 000001FB5A644890>,590
< cv2.DMatch 000001FB5A6448B0>,< cv2.DMatch 000001FB5A6448D0>,1770
< cv2.DMatch 000001FB5A6448F0>,< cv2.DMatch 000001FB5A644910>,2922
< cv2.DMatch 000001FB5A644930>,< cv2.DMatch 000001FB5A644950>,180
< cv2.DMatch 000001FB5A644970>,< cv2.DMatch 000001FB5A644990>,434
< cv2.DMatch 000001FB5A6449B0>,< cv2.DMatch 000001FB5A6449D0>,1897
< cv2.DMatch 000001FB5A6449F0>,< cv2.DMatch 000001FB5A644A10>,911
< cv2.DMatch 000001FB5A644A30>,< cv2.DMatch 000001FB5A644A50>,100
< cv2.DMatch 000001FB5A644A70>,< cv2.DMatch 000001FB5A644AD0>,127
< cv2.DMatch 000001FB5A644AF0>,< cv2.DMatch 000001FB5A644B10>,211
< cv2.DMatch 000001FB5A644B30>,< cv2.DMatch 000001FB5A644B50>,2081
< cv2.DMatch 000001FB5A644B90>,< cv2.DMatch 000001FB5A644BB0>,413
< cv2.DMatch 000001FB5A644BF0>,< cv2.DMatch 000001FB5A644C10>,858
< cv2.DMatch 000001FB5A644C30>,< cv2.DMatch 000001FB5A644C70>,417
< cv2.DMatch 000001FB5A644C90>,< cv2.DMatch 000001FB5A644CD0>,852
< cv2.DMatch 000001FB5A644D70>,< cv2.DMatch 000001FB5A644D90>,351
< cv2.DMatch 000001FB5A644DB0>,< cv2.DMatch 000001FB5A644DD0>,2324
< cv2.DMatch 000001FB5A644DF0>,< cv2.DMatch 000001FB5A644E30>,2399
< cv2.DMatch 000001FB5A644E50>,< cv2.DMatch 000001FB5A644E70>,422
< cv2.DMatch 000001FB5A644EB0>,< cv2.DMatch 000001FB5A644ED0>,1277
< cv2.DMatch 000001FB5A644EF0>,< cv2.DMatch 000001FB5A644F10>,149
< cv2.DMatch 000001FB5A644F50>,< cv2.DMatch 000001FB5A644F70>,1113
< cv2.DMatch 000001FB5A644F90>,< cv2.DMatch 000001FB5A644FB0>,2591
< cv2.DMatch 000001FB5A644FD0>,< cv2.DMatch 000001FB5A644FF0>,1260
< cv2.DMatch 000001FB5A645010>,< cv2.DMatch 000001FB5A645030>,432
< cv2.DMatch 000001FB5A645050>,< cv2.DMatch 000001FB5A645070>,1078
< cv2.DMatch 000001FB5A6450B0>,< cv2.DMatch 000001FB5A6450D0>,533
< cv2.DMatch 000001FB5A6450F0>,< cv2.DMatch 000001FB5A645130>,2014
< cv2.DMatch 000001FB5A645150>,< cv2.DMatch 000001FB5A645170>,36
< cv2.DMatch 000001FB5A645190>,< cv2.DMatch 000001FB5A6451B0>,1069
< cv2.DMatch 000001FB5A6451D0>,< cv2.DMatch 000001FB5A6451F0>,225
< cv2.DMatch 000001FB5A645210>,< cv2.DMatch 000001FB5A645250>,152
< cv2.DMatch 000001FB5A645270>,< cv2.DMatch 000001FB5A6452D0>,41
< cv2.DMatch 000001FB5A645310>,< cv2.DMatch 000001FB5A645370>,643
< cv2.DMatch 000001FB5A645390>,< cv2.DMatch 000001FB5A6453B0>,21
< cv2.DMatch 000001FB5A6453D0>,< cv2.DMatch 000001FB5A6453F0>,820
< cv2.DMatch 000001FB5A645410>,< cv2.DMatch 000001FB5A645430>,860
< cv2.DMatch 000001FB5A645450>,< cv2.DMatch 000001FB5A645470>,937
< cv2.DMatch 000001FB5A645490>,< cv2.DMatch 000001FB5A6454B0>,273
< cv2.DMatch 000001FB5A6454D0>,< cv2.DMatch 000001FB5A645530>,244
< cv2.DMatch 000001FB5A645550>,< cv2.DMatch 000001FB5A645570>,1724
< cv2.DMatch 000001FB5A645590>,< cv2.DMatch 000001FB5A6455B0>,1082
< cv2.DMatch 000001FB5A6455D0>,< cv2.DMatch 000001FB5A6455F0>,357
< cv2.DMatch 000001FB5A645670>,< cv2.DMatch 000001FB5A645690>,528
< cv2.DMatch 000001FB5A6456B0>,< cv2.DMatch 000001FB5A6456D0>,1694
< cv2.DMatch 000001FB5A6456F0>,< cv2.DMatch 000001FB5A645710>,1951
< cv2.DMatch 000001FB5A645770>,< cv2.DMatch 000001FB5A645790>,2940
< cv2.DMatch 000001FB5A6457B0>,< cv2.DMatch 000001FB5A6457D0>,582
< cv2.DMatch 000001FB5A6457F0>,< cv2.DMatch 000001FB5A645830>,16
< cv2.DMatch 000001FB5A645850>,< cv2.DMatch 000001FB5A645870>,574
< cv2.DMatch 000001FB5A6458B0>,< cv2.DMatch 000001FB5A6458D0>,976
< cv2.DMatch 000001FB5A645910>,< cv2.DMatch 000001FB5A645950>,311
< cv2.DMatch 000001FB5A645970>,< cv2.DMatch 000001FB5A645990>,214
< cv2.DMatch 000001FB5A6459F0>,< cv2.DMatch 000001FB5A645A10>,2970
< cv2.DMatch 000001FB5A645A50>,< cv2.DMatch 000001FB5A645A90>,221
< cv2.DMatch 000001FB5A645AB0>,< cv2.DMatch 000001FB5A645AD0>,1407
< cv2.DMatch 000001FB5A645AF0>,< cv2.DMatch 000001FB5A645B30>,1072
< cv2.DMatch 000001FB5A645B50>,< cv2.DMatch 000001FB5A645B70>,226
< cv2.DMatch 000001FB5A645B90>,< cv2.DMatch 000001FB5A645BD0>,982
< cv2.DMatch 000001FB5A645C10>,< cv2.DMatch 000001FB5A645C30>,981
< cv2.DMatch 000001FB5A645C50>,< cv2.DMatch 000001FB5A645C70>,981
< cv2.DMatch 000001FB5A645C90>,< cv2.DMatch 000001FB5A645CB0>,684
< cv2.DMatch 000001FB5A645CF0>,< cv2.DMatch 000001FB5A645D10>,221
< cv2.DMatch 000001FB5A645D30>,< cv2.DMatch 000001FB5A645D50>,1066
< cv2.DMatch 000001FB5A645D70>,< cv2.DMatch 000001FB5A645D90>,1255
< cv2.DMatch 000001FB5A645DB0>,< cv2.DMatch 000001FB5A645DF0>,313
< cv2.DMatch 000001FB5A645E10>,< cv2.DMatch 000001FB5A645E30>,1429
< cv2.DMatch 000001FB5A645E50>,< cv2.DMatch 000001FB5A645E70>,1429
< cv2.DMatch 000001FB5A645E90>,< cv2.DMatch 000001FB5A645EB0>,1311
< cv2.DMatch 000001FB5A645ED0>,< cv2.DMatch 000001FB5A645EF0>,424
< cv2.DMatch 000001FB5A645F10>,< cv2.DMatch 000001FB5A645F30>,68
< cv2.DMatch 000001FB5A645F50>,< cv2.DMatch 000001FB5A645F70>,42
< cv2.DMatch 000001FB5A645F90>,< cv2.DMatch 000001FB5A645FD0>,1381
< cv2.DMatch 000001FB5A646010>,< cv2.DMatch 000001FB5A646050>,160
< cv2.DMatch 000001FB5A646070>,< cv2.DMatch 000001FB5A646090>,2209
< cv2.DMatch 000001FB5A6460B0>,< cv2.DMatch 000001FB5A6460D0>,1282
< cv2.DMatch 000001FB5A6460F0>,< cv2.DMatch 000001FB5A646110>,1776
< cv2.DMatch 000001FB5A646150>,< cv2.DMatch 000001FB5A646170>,234
< cv2.DMatch 000001FB5A6461D0>,< cv2.DMatch 000001FB5A6461F0>,1967
< cv2.DMatch 000001FB5A646210>,< cv2.DMatch 000001FB5A646230>,2963
< cv2.DMatch 000001FB5A646250>,< cv2.DMatch 000001FB5A646270>,1675
< cv2.DMatch 000001FB5A646290>,< cv2.DMatch 000001FB5A6462B0>,18
< cv2.DMatch 000001FB5A6462D0>,< cv2.DMatch 000001FB5A6462F0>,142
< cv2.DMatch 000001FB5A646310>,< cv2.DMatch 000001FB5A647BD0>,468
< cv2.DMatch 000001FB5A646370>,< cv2.DMatch 000001FB5A647190>,1182
< cv2.DMatch 000001FB5A6463B0>,< cv2.DMatch 000001FB5A646BD0>,1574
< cv2.DMatch 000001FB5A646F30>,< cv2.DMatch 000001FB5A6477D0>,1119
< cv2.DMatch 000001FB5A647ED0>,< cv2.DMatch 000001FB5A647BB0>,106
< cv2.DMatch 000001FB5A647790>,< cv2.DMatch 000001FB5A646ED0>,1227
< cv2.DMatch 000001FB5A647070>,< cv2.DMatch 000001FB5A6469D0>,723
< cv2.DMatch 000001FB5A647C90>,< cv2.DMatch 000001FB5A6478D0>,2847
< cv2.DMatch 000001FB5A646A70>,< cv2.DMatch 000001FB5A647030>,1696
< cv2.DMatch 000001FB5A646B10>,< cv2.DMatch 000001FB5A647590>,926
< cv2.DMatch 000001FB5A646F90>,< cv2.DMatch 000001FB5A6475B0>,1020
< cv2.DMatch 000001FB5A647350>,< cv2.DMatch 000001FB5A6470D0>,530
< cv2.DMatch 000001FB5A646890>,< cv2.DMatch 000001FB5A647F70>,1027
< cv2.DMatch 000001FB5A647050>,< cv2.DMatch 000001FB5A647F30>,1838
< cv2.DMatch 000001FB5A646330>,< cv2.DMatch 000001FB5A646350>,1186
< cv2.DMatch 000001FB5A646390>,< cv2.DMatch 000001FB5A6463D0>,1778
< cv2.DMatch 000001FB5A646410>,< cv2.DMatch 000001FB5A646430>,63
< cv2.DMatch 000001FB5A646450>,< cv2.DMatch 000001FB5A646470>,1798
< cv2.DMatch 000001FB5A646490>,< cv2.DMatch 000001FB5A6464B0>,1424
< cv2.DMatch 000001FB5A6464D0>,< cv2.DMatch 000001FB5A6464F0>,892
< cv2.DMatch 000001FB5A646510>,< cv2.DMatch 000001FB5A646550>,1529
< cv2.DMatch 000001FB5A646570>,< cv2.DMatch 000001FB5A646590>,1021
< cv2.DMatch 000001FB5A6465B0>,< cv2.DMatch 000001FB5A6465D0>,917
< cv2.DMatch 000001FB5A6465F0>,< cv2.DMatch 000001FB5A646610>,1804
< cv2.DMatch 000001FB5A646630>,< cv2.DMatch 000001FB5A646650>,1881
< cv2.DMatch 000001FB5A646670>,< cv2.DMatch 000001FB5A646690>,293
< cv2.DMatch 000001FB5A6466D0>,< cv2.DMatch 000001FB5A6466F0>,2338
< cv2.DMatch 000001FB5A646710>,< cv2.DMatch 000001FB5A646730>,1171
< cv2.DMatch 000001FB5A646750>,< cv2.DMatch 000001FB5A646770>,1067
< cv2.DMatch 000001FB5A646790>,< cv2.DMatch 000001FB5A6467B0>,2551
< cv2.DMatch 000001FB5A6467D0>,< cv2.DMatch 000001FB5A646810>,2736
< cv2.DMatch 000001FB5A646830>,< cv2.DMatch 000001FB5A646850>,1729
< cv2.DMatch 000001FB5A646870>,< cv2.DMatch 000001FB5A6468B0>,2038
< cv2.DMatch 000001FB5A6468D0>,< cv2.DMatch 000001FB5A6468F0>,1483
< cv2.DMatch 000001FB5A646930>,< cv2.DMatch 000001FB5A646950>,502
< cv2.DMatch 000001FB5A646970>,< cv2.DMatch 000001FB5A646990>,261
< cv2.DMatch 000001FB5A6469B0>,< cv2.DMatch 000001FB5A6469F0>,1080
< cv2.DMatch 000001FB5A646A10>,< cv2.DMatch 000001FB5A646A30>,492
< cv2.DMatch 000001FB5A646A50>,< cv2.DMatch 000001FB5A646A90>,2
< cv2.DMatch 000001FB5A646AB0>,< cv2.DMatch 000001FB5A646AD0>,1445
< cv2.DMatch 000001FB5A646AF0>,< cv2.DMatch 000001FB5A646B30>,732
< cv2.DMatch 000001FB5A646B50>,< cv2.DMatch 000001FB5A646B70>,537
< cv2.DMatch 000001FB5A646BF0>,< cv2.DMatch 000001FB5A646C10>,1011
< cv2.DMatch 000001FB5A646C70>,< cv2.DMatch 000001FB5A646C90>,491
< cv2.DMatch 000001FB5A646CB0>,< cv2.DMatch 000001FB5A646CD0>,1068
< cv2.DMatch 000001FB5A646CF0>,< cv2.DMatch 000001FB5A646D10>,1754
< cv2.DMatch 000001FB5A646D30>,< cv2.DMatch 000001FB5A646D50>,784
< cv2.DMatch 000001FB5A646DB0>,< cv2.DMatch 000001FB5A646DD0>,68
< cv2.DMatch 000001FB5A646DF0>,< cv2.DMatch 000001FB5A646E10>,2068
< cv2.DMatch 000001FB5A646E30>,< cv2.DMatch 000001FB5A646E50>,1736
< cv2.DMatch 000001FB5A646E70>,< cv2.DMatch 000001FB5A646E90>,1652
< cv2.DMatch 000001FB5A646EB0>,< cv2.DMatch 000001FB5A646EF0>,1244
< cv2.DMatch 000001FB5A646F10>,< cv2.DMatch 000001FB5A646F50>,3
< cv2.DMatch 000001FB5A646F70>,< cv2.DMatch 000001FB5A646FB0>,50
< cv2.DMatch 000001FB5A646FD0>,< cv2.DMatch 000001FB5A646FF0>,2449
< cv2.DMatch 000001FB5A647010>,< cv2.DMatch 000001FB5A6470F0>,2234
< cv2.DMatch 000001FB5A647110>,< cv2.DMatch 000001FB5A647130>,299
< cv2.DMatch 000001FB5A647150>,< cv2.DMatch 000001FB5A647170>,1602
< cv2.DMatch 000001FB5A6471B0>,< cv2.DMatch 000001FB5A6471D0>,954
< cv2.DMatch 000001FB5A6471F0>,< cv2.DMatch 000001FB5A647210>,1357
< cv2.DMatch 000001FB5A647230>,< cv2.DMatch 000001FB5A647250>,880
< cv2.DMatch 000001FB5A647270>,< cv2.DMatch 000001FB5A647290>,506
